Date,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
2020-01-02,12.332500457763672,13.288000106811523,8.569999694824219,15.036665916442871,30.700000762939453,28.18181800842285,38.029998779296875,11.782777786254883,54.33000183105469,6.868000030517578,19.200000762939453,26.399999618530273,22.200000762939453,,57.04512023925781,,9.197671890258789,58.79999923706055,9.699999809265137,7.156000137329102,17.6200008392334,6.815000057220459,30.739999771118164,53.79999923706055,10.96500015258789,49.619998931884766,19.771427154541016,31.110000610351562,23.549999237060547,35.880001068115234,32.79999923706055,38.099998474121094,17.927499771118164,14.6899995803833,25.600000381469727,,20.200000762939453,27.200000762939453,22.770000457763672,,,22.082691192626953,38.18000030517578,48.2400016784668,40.790000915527344,63.90999984741211,60.54999923706055
2020-01-03,12.22249984741211,13.850000381469727,8.460000038146973,14.603333473205566,30.450000762939453,28.18181800842285,37.630001068115234,11.610346794128418,53.93000030517578,6.86299991607666,18.93000030517578,25.6299991607666,22.200000762939453,,56.648284912109375,,9.098274230957031,56.7599983215332,9.600000381469727,7.570000171661377,17.395000457763672,7.199999809265137,30.559999465942383,53.709999084472656,11.067500114440918,48.900001525878906,19.44761848449707,32.79999923706055,23.270000457763672,35.939998626708984,31.989999771118164,37.68000030517578,18.274999618530273,14.579999923706055,25.299999237060547,,20.40999984741211,27.469999313354492,22.200000762939453,,,21.590383529663086,37.599998474121094,48.79999923706055,40.650001525878906,63.0,59.5099983215332
2020-01-06,12.232500076293945,13.392000198364258,8.25,14.463333129882812,30.809999465942383,27.678436279296875,37.06999969482422,11.585714340209961,53.61000061035156,6.874000072479248,19.020000457763672,24.899999618530273,21.899999618530273,,56.59868240356445,,9.224178314208984,55.0,9.420000076293945,7.7179999351501465,17.440000534057617,7.125999927520752,29.030000686645508,53.0,11.350000381469727,48.33000183105469,19.399999618530273,32.5,23.299999237060547,35.56999969482422,33.029998779296875,38.29999923706055,18.167499542236328,14.220000267028809,24.75,,20.3799991607666,26.81999969482422,22.329999923706055,,,21.16538429260254,37.779998779296875,48.33000183105469,40.58000183105469,62.61000061035156,58.599998474121094
2020-01-07,12.197500228881836,13.02400016784668,8.010000228881836,14.930000305175781,30.690000534057617,27.197595596313477,36.209999084472656,11.429704666137695,54.0,6.908999919891357,19.059999465942383,25.270000457763672,22.0,,56.56892013549805,,9.562132835388184,56.81999969482422,9.510000228881836,7.728000164031982,17.575000762939453,7.170000076293945,28.989999771118164,52.599998474121094,11.265000343322754,48.79999923706055,19.704761505126953,32.599998474121094,23.18000030517578,35.15999984741211,32.58000183105469,38.31999969482422,18.4950008392334,14.220000267028809,25.299999237060547,,20.5,27.299999237060547,22.170000076293945,,,20.875,38.75,49.400001525878906,41.099998474121094,62.900001525878906,57.599998474121094
2020-01-08,12.572500228881836,12.755999565124512,7.829999923706055,14.890000343322754,30.5,26.776859283447266,35.619998931884766,11.25727367401123,54.0099983215332,6.801000118255615,18.969999313354492,25.600000381469727,21.6200008392334,,56.93599319458008,,9.82719612121582,56.91999816894531,9.390000343322754,7.570000171661377,16.90999984741211,7.09499979019165,28.850000381469727,52.119998931884766,11.212499618530273,48.560001373291016,19.78095245361328,31.59000015258789,23.34000015258789,36.5099983215332,32.04999923706055,38.29999923706055,18.190000534057617,14.199999809265137,25.100000381469727,,20.329999923706055,27.969999313354492,22.0,,,21.153846740722656,39.310001373291016,49.900001525878906,43.150001525878906,62.0,56.75
2020-01-09,13.020000457763672,12.680000305175781,7.349999904632568,14.883333206176758,30.399999618530273,26.348609924316406,34.90999984741211,11.035576820373535,53.29999923706055,7.001999855041504,18.81999969482422,25.93000030517578,21.459999084472656,,56.499473571777344,,9.747676849365234,57.279998779296875,9.329999923706055,7.28000020980835,16.65999984741211,7.34499979019165,28.09000015258789,51.060001373291016,11.375,48.81999969482422,19.676189422607422,31.43000030517578,23.6200008392334,36.84000015258789,32.22999954223633,38.189998626708984,17.9950008392334,14.050000190734863,25.149999618530273,,20.190000534057617,28.309999465942383,21.920000076293945,,,21.79038429260254,39.349998474121094,49.060001373291016,43.040000915527344,61.29999923706055,57.619998931884766
2020-01-10,12.949999809265137,12.40999984741211,7.400000095367432,14.766666412353516,30.270000457763672,25.867767333984375,34.599998474121094,10.961677551269531,53.36000061035156,7.195000171661377,18.889999389648438,25.670000076293945,21.25,,56.67804718017578,,9.893461227416992,57.5,9.140000343322754,7.443999767303467,17.0,7.474999904632568,28.200000762939453,49.86000061035156,11.420000076293945,47.849998474121094,19.94285774230957,31.649999618530273,23.899999618530273,36.34000015258789,32.099998474121094,36.400001525878906,18.262500762939453,14.210000038146973,25.09000015258789,,20.110000610351562,28.15999984741211,22.100000381469727,,,21.11538314819336,40.099998474121094,50.279998779296875,43.11000061035156,60.86000061035156,57.40999984741211
2020-01-13,13.557499885559082,12.477999687194824,7.429999828338623,14.783332824707031,30.329999923706055,26.145755767822266,35.060001373291016,11.109476089477539,55.29999923706055,7.420000076293945,19.209999084472656,25.950000762939453,21.56999969482422,,57.90823745727539,,10.17177677154541,58.29999923706055,9.539999961853027,7.763999938964844,17.15999984741211,7.659999847412109,28.790000915527344,50.41999816894531,11.399999618530273,48.0,20.799999237060547,32.25,23.889999389648438,36.70000076293945,32.09000015258789,36.130001068115234,18.729999542236328,15.069999694824219,25.31999969482422,,20.459999084472656,28.729999542236328,22.399999618530273,,,21.609615325927734,40.20000076293945,51.79999923706055,44.70000076293945,62.79999923706055,59.90999984741211
2020-01-14,13.5,12.5,7.489999771118164,14.883333206176758,30.0,26.11570167541504,35.060001373291016,11.232641220092773,55.63999938964844,7.443999767303467,19.100000381469727,25.799999237060547,22.049999237060547,,57.17409133911133,,10.277802467346191,59.189998626708984,9.579999923706055,8.222000122070312,17.5,7.730000019073486,28.799999237060547,50.150001525878906,11.452500343322754,48.20000076293945,20.399999618530273,32.5,24.450000762939453,36.54999923706055,31.829999923706055,36.560001373291016,19.327499389648438,14.829999923706055,25.600000381469727,,20.3700008392334,28.700000762939453,22.360000610351562,,,21.93269157409668,39.5,52.939998626708984,44.25,63.0,61.209999084472656
2020-01-15,13.414999961853027,12.20199966430664,7.269999980926514,14.483332633972168,29.549999237060547,25.657400131225586,34.630001068115234,11.05199909210205,55.459999084472656,7.464000225067139,18.760000228881836,24.969999313354492,21.700000762939453,,56.79710006713867,,10.21153736114502,59.29999923706055,9.390000343322754,8.260000228881836,17.614999771118164,7.78000020980835,28.440000534057617,49.22999954223633,11.625,48.209999084472656,20.095237731933594,32.0,24.25,36.470001220703125,31.1200008392334,36.599998474121094,19.010000228881836,14.630000114440918,25.3700008392334,,20.0,28.610000610351562,22.3700008392334,,,21.998075485229492,39.31999969482422,52.9900016784668,44.939998626708984,62.68000030517578,60.900001525878906
2020-01-16,13.364999771118164,12.612000465393066,7.300000190734863,14.649999618530273,29.520000457763672,26.025543212890625,34.70000076293945,11.076631546020508,55.16999816894531,7.334000110626221,18.700000762939453,24.34000015258789,21.6200008392334,,57.25345993041992,,10.2711763381958,59.439998626708984,9.670000076293945,8.276000022888184,17.934999465942383,7.63100004196167,28.15999984741211,49.45000076293945,11.704999923706055,49.150001525878906,20.28571319580078,32.119998931884766,24.399999618530273,35.869998931884766,31.219999313354492,36.06999969482422,19.299999237060547,14.760000228881836,25.420000076293945,,19.649999618530273,28.809999465942383,22.799999237060547,,,21.888460159301758,40.20000076293945,53.9900016784668,44.29999923706055,62.5,60.54999923706055
2020-01-17,13.587499618530273,12.600000381469727,7.230000019073486,15.113332748413086,29.850000381469727,26.634109497070312,34.939998626708984,11.166953086853027,57.0,7.379000186920166,18.700000762939453,24.299999237060547,21.690000534057617,,58.75151443481445,,10.363947868347168,61.349998474121094,9.760000228881836,8.20199966430664,18.399999618530273,7.715000152587891,28.75,50.119998931884766,11.550000190734863,49.4900016784668,20.542856216430664,33.130001068115234,24.510000228881836,35.75,31.850000381469727,36.13999938964844,19.5,14.779999732971191,26.270000457763672,,19.549999237060547,29.75,23.110000610351562,,,22.246152877807617,40.25,53.0,43.779998779296875,62.81999969482422,60.150001525878906
2020-01-20,14.0,12.630000114440918,7.050000190734863,15.166666030883789,30.0,26.11570167541504,34.22999954223633,11.010944366455078,57.36000061035156,7.547999858856201,18.799999237060547,24.690000534057617,22.290000915527344,,59.029300689697266,,10.21153736114502,61.77000045776367,9.75,8.612000465393066,18.96500015258789,7.900000095367432,29.1299991607666,49.79999923706055,11.510000228881836,49.599998474121094,21.209522247314453,33.849998474121094,24.540000915527344,36.04999923706055,31.979999542236328,36.15999984741211,19.889999389648438,15.100000381469727,26.739999771118164,,19.389999389648438,29.81999969482422,23.389999389648438,,,22.90576934814453,40.349998474121094,53.0,42.95000076293945,63.189998626708984,60.29999923706055
2020-01-21,13.977499961853027,12.760000228881836,6.900000095367432,14.899999618530273,29.6200008392334,25.244176864624023,33.5,10.756402969360352,56.029998779296875,7.459000110626221,18.739999771118164,24.229999542236328,21.649999618530273,,58.48365020751953,,10.08563232421875,60.04999923706055,9.550000190734863,8.944000244140625,18.7450008392334,7.840000152587891,28.700000762939453,48.36000061035156,11.632499694824219,49.20000076293945,20.761903762817383,33.52000045776367,24.399999618530273,35.43000030517578,31.020000457763672,36.0,19.517499923706055,14.65999984741211,26.350000381469727,,18.93000030517578,30.09000015258789,23.43000030517578,,,24.134614944458008,39.56999969482422,54.880001068115234,42.70000076293945,66.02999877929688,60.33000183105469
2020-01-22,13.922499656677246,12.793999671936035,7.159999847412109,15.833333015441895,29.290000915527344,25.334335327148438,33.70000076293945,10.9124116897583,56.29999923706055,7.406000137329102,19.049999237060547,24.31999969482422,21.809999465942383,,59.376529693603516,,9.972979545593262,59.599998474121094,10.880000114440918,9.239999771118164,19.450000762939453,7.840000152587891,29.049999237060547,48.7400016784668,11.78499984741211,49.83000183105469,21.019046783447266,34.029998779296875,24.389999389648438,35.599998474121094,31.020000457763672,36.189998626708984,20.09749984741211,15.680000305175781,27.40999984741211,,19.200000762939453,30.049999237060547,23.229999542236328,,,24.18269157409668,41.779998779296875,53.5,44.849998474121094,64.70999908447266,61.060001373291016
2020-01-23,14.145000457763672,12.859999656677246,7.119999885559082,16.233333587646484,29.649999618530273,26.00300407409668,34.5,11.125898361206055,55.5,7.49399995803833,18.649999618530273,24.790000915527344,21.75,,60.38846206665039,,10.125391006469727,61.20000076293945,11.109999656677246,9.305999755859375,19.825000762939453,7.880000114440918,29.469999313354492,51.47999954223633,11.767499923706055,51.7400016784668,21.104761123657227,34.380001068115234,24.40999984741211,34.84000015258789,31.229999542236328,36.2400016784668,20.177499771118164,15.489999771118164,27.809999465942383,,18.989999771118164,29.81999969482422,23.219999313354492,,,23.748075485229492,41.5099983215332,53.779998779296875,44.45000076293945,63.70000076293945,62.630001068115234
